OBJECTID,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_infraspecific_name,taxon_category_name,scientific_name,common_name,taxon_rank,SHAPE,long,lat,center_x,center_y
125041937,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,americanus,,Aves,Numenius americanus,Long-billed Curlew,species,"{'x': -122.91793837499995, 'y': 38.02817456500003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91793837499995,38.02817456500003,-122.90530061399994,38.02782775950004
3450341,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,,Aves,Cepphus columba,Pigeon Guillemot,species,"{'x': -122.91962237899997, 'y': 38.02688711800005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91962237899997,38.02688711800005,-122.90530061399994,38.02782775950004
44666776,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,vitulina,,Mammalia,Phoca vitulina,Harbor Seal,species,"{'x': -122.91521072399996, 'y': 38.027810921000025, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91521072399996,38.027810921000025,-122.90530061399994,38.02782775950004
19654252,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,americanus,,Aves,Numenius americanus,Long-billed Curlew,species,"{'x': -122.91620706399999, 'y': 38.02832937000005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91620706399999,38.02832937000005,-122.90530061399994,38.02782775950004
111471848,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,fedoa,,Aves,Limosa fedoa,Marbled Godwit,species,"{'x': -122.91780962899998, 'y': 38.02834358800004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91780962899998,38.02834358800004,-122.90530061399994,38.02782775950004
57141892,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,"{'x': -122.91701107499995, 'y': 38.028500088000044, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91701107499995,38.028500088000044,-122.90530061399994,38.02782775950004
112015804,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,hudsonicus,,Aves,Numenius hudsonicus,Hudsonian Whimbrel,species,"{'x': -122.91829657899996, 'y': 38.02827261500005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91829657899996,38.02827261500005,-122.90530061399994,38.02782775950004
87980267,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,fuscescens,,Other,Chrysaora fuscescens,Pacific Sea Nettle,species,"{'x': -122.91597599999994, 'y': 38.02837400000004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91597599999994,38.02837400000004,-122.90530061399994,38.02782775950004
64760631,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,californianus,,Mollusca,Mytilus californianus,California Mussel,species,"{'x': -122.91765555599994, 'y': 38.028494444000046, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91765555599994,38.028494444000046,-122.90530061399994,38.02782775950004
63314669,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,pyrifera,,Other,Macrocystis pyrifera,Giant Kelp,species,"{'x': -122.91627751599998, 'y': 38.02848253900004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91627751599998,38.02848253900004,-122.90530061399994,38.02782775950004
54879084,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,marina,,Plantae,Zostera marina,Eelgrass,species,"{'x': -122.91627751599998, 'y': 38.02848253900004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91627751599998,38.02848253900004,-122.90530061399994,38.02782775950004
117385415,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,muticum,,Other,Sargassum muticum,Japanese Wireweed,species,"{'x': -122.91627751599998, 'y': 38.02848253900004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91627751599998,38.02848253900004,-122.90530061399994,38.02782775950004
8258028,Animalia,Arthropoda,Hexanauplia,Pollicipedomorpha,Pollicipedidae,Pollicipes,polymerus,,Other,Pollicipes polymerus,Goose Barnacle,species,"{'x': -122.91766388899998, 'y': 38.02851111100006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91766388899998,38.02851111100006,-122.90530061399994,38.02782775950004
144468089,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,ochraceus,,Other,Pisaster ochraceus,Ochre Sea Star,species,"{'x': -122.91768611099997, 'y': 38.02851111100006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91768611099997,38.02851111100006,-122.90530061399994,38.02782775950004
81723247,Animalia,Arthropoda,Hexanauplia,Pollicipedomorpha,Pollicipedidae,Pollicipes,polymerus,,Other,Pollicipes polymerus,Goose Barnacle,species,"{'x': -122.91770833299995, 'y': 38.02850833300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91770833299995,38.02850833300005,-122.90530061399994,38.02782775950004
78826114,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,xanthogrammica,,Other,Anthopleura xanthogrammica,Giant Green Anemone,species,"{'x': -122.91768611099997, 'y': 38.02852500000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91768611099997,38.02852500000006,-122.90530061399994,38.02782775950004
34267618,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Schizobranchia,insignis,,Other,Schizobranchia insignis,Split-branch Feather Duster Worm,species,"{'x': -122.91767222199996, 'y': 38.02853055600008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91767222199996,38.02853055600008,-122.90530061399994,38.02782775950004
136583601,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Schizobranchia,insignis,,Other,Schizobranchia insignis,Split-branch Feather Duster Worm,species,"{'x': -122.91767777799998, 'y': 38.02853055600008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91767777799998,38.02853055600008,-122.90530061399994,38.02782775950004
132911671,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,,Other,Anthopleura artemisia,Moonglow Anemone,species,"{'x': -122.91768611099997, 'y': 38.02853055600008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91768611099997,38.02853055600008,-122.90530061399994,38.02782775950004
97700504,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,nuttallii,,Mollusca,Clinocardium nuttallii,Nuttall's Cockle,species,"{'x': -122.91680170199999, 'y': 38.02861390500004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91680170199999,38.02861390500004,-122.90530061399994,38.02782775950004
35737990,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,Emerita,analoga,,Other,Emerita analoga,Pacific Sand Crab,species,"{'x': -122.91715833299997, 'y': 38.02863055600005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91715833299997,38.02863055600005,-122.90530061399994,38.02782775950004
61154325,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Dendrasteridae,Dendraster,excentricus,,Other,Dendraster excentricus,Eccentric Sand Dollar,species,"{'x': -122.91695333299998, 'y': 38.02866383300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91695333299998,38.02866383300005,-122.90530061399994,38.02782775950004
67546853,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,,Aves,Hydroprogne caspia,Caspian Tern,species,"{'x': -122.91808203199997, 'y': 38.02856600300004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91808203199997,38.02856600300004,-122.90530061399994,38.02782775950004
49971718,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,,Aves,Hydroprogne caspia,Caspian Tern,species,"{'x': -122.91828673899994, 'y': 38.02849839400005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91828673899994,38.02849839400005,-122.90530061399994,38.02782775950004
29257642,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,pyrifera,,Other,Macrocystis pyrifera,Giant Kelp,species,"{'x': -122.91830238899996, 'y': 38.02856212900008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91830238899996,38.02856212900008,-122.90530061399994,38.02782775950004
17251508,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,fuscescens,,Other,Chrysaora fuscescens,Pacific Sea Nettle,species,"{'x': -122.91803182599995, 'y': 38.028700988000026, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91803182599995,38.028700988000026,-122.90530061399994,38.02782775950004
110057257,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,tidestromii,,Plantae,Lupinus tidestromii,Tidestrøm's lupine,species,"{'x': -122.91813233599999, 'y': 38.02868591600003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91813233599999,38.02868591600003,-122.90530061399994,38.02782775950004
67531579,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,americanus,,Aves,Numenius americanus,Long-billed Curlew,species,"{'x': -122.91627999999997, 'y': 38.02879000000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91627999999997,38.02879000000007,-122.90530061399994,38.02782775950004
52950688,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,nuttalli,,Mollusca,Saxidomus nuttalli,Washington Clam,species,"{'x': -122.91735833299998, 'y': 38.028866667000045, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91735833299998,38.028866667000045,-122.90530061399994,38.02782775950004
107088968,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Anarhynchus,nivosus,,Aves,Anarhynchus nivosus,Snowy Plover,species,"{'x': -122.91610638899999, 'y': 38.02877138900004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91610638899999,38.02877138900004,-122.90530061399994,38.02782775950004
129885156,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,,Aves,Cepphus columba,Pigeon Guillemot,species,"{'x': -122.91564166699999, 'y': 38.02863333300007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91564166699999,38.02863333300007,-122.90530061399994,38.02782775950004
38428829,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,"{'x': -122.91849499999995, 'y': 38.02875000000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91849499999995,38.02875000000006,-122.90530061399994,38.02782775950004
35295420,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,californica,,Aves,Aphelocoma californica,California Scrub-Jay,species,"{'x': -122.92080166899996, 'y': 38.02565027300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.92080166899996,38.02565027300005,-122.90530061399994,38.02782775950004
3848581,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,americanus,,Aves,Numenius americanus,Long-billed Curlew,species,"{'x': -122.914867346, 'y': 38.02838561000004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.914867346,38.02838561000004,-122.90530061399994,38.02782775950004
61063908,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Thinopinus,pictus,,Insecta,Thinopinus pictus,Pictured Rove Beetle,species,"{'x': -122.91855812099999, 'y': 38.028757453000026, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91855812099999,38.028757453000026,-122.90530061399994,38.02782775950004
3292319,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monardella,sinuata,,Plantae,Monardella sinuata,Curly leaved monardella,species,"{'x': -122.92080153399996, 'y': 38.02454233100008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.92080153399996,38.02454233100008,-122.90530061399994,38.02782775950004
73918141,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Anarhynchus,nivosus,,Aves,Anarhynchus nivosus,Snowy Plover,species,"{'x': -122.91548305599997, 'y': 38.02878138900007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91548305599997,38.02878138900007,-122.90530061399994,38.02782775950004
99284567,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,nuttallii,,Mollusca,Clinocardium nuttallii,Nuttall's Cockle,species,"{'x': -122.91722777799998, 'y': 38.02911111100008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91722777799998,38.02911111100008,-122.90530061399994,38.02782775950004
30211839,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corax,,Aves,Corvus corax,Common Raven,species,"{'x': -122.91577176099997, 'y': 38.02895193300003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91577176099997,38.02895193300003,-122.90530061399994,38.02782775950004
8146481,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Thinopinus,pictus,,Insecta,Thinopinus pictus,Pictured Rove Beetle,species,"{'x': -122.91825301999995, 'y': 38.02897506900007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91825301999995,38.02897506900007,-122.90530061399994,38.02782775950004
79664400,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,Emerita,analoga,,Other,Emerita analoga,Pacific Sand Crab,species,"{'x': -122.91559999999998, 'y': 38.02892222200006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91559999999998,38.02892222200006,-122.90530061399994,38.02782775950004
23198791,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,"{'x': -122.91712563899995, 'y': 38.02921354500006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91712563899995,38.02921354500006,-122.90530061399994,38.02782775950004
41210649,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,auritus,,Aves,Podiceps auritus,Horned Grebe,species,"{'x': -122.91957005899997, 'y': 38.02831921000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91957005899997,38.02831921000006,-122.90530061399994,38.02782775950004
96410007,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alba,,Aves,Calidris alba,Sanderling,species,"{'x': -122.91826666699995, 'y': 38.029072222000025, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91826666699995,38.029072222000025,-122.90530061399994,38.02782775950004
75910607,Animalia,Chordata,Actinopterygii,Blenniiformes,Embiotocidae,Hyperprosopon,ellipticum,,Actinopterygii,Hyperprosopon ellipticum,Silver Surfperch,species,"{'x': -122.91513055599995, 'y': 38.02881666700006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91513055599995,38.02881666700006,-122.90530061399994,38.02782775950004
111055242,Animalia,Arthropoda,Insecta,Coleoptera,Cicindelidae,Cicindela,hirticollis,,Insecta,Cicindela hirticollis,Hairy-necked Tiger Beetle,species,"{'x': -122.91732166699995, 'y': 38.02928500000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91732166699995,38.02928500000007,-122.90530061399994,38.02782775950004
137486066,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,rubescens,,Aves,Anthus rubescens,American Pipit,species,"{'x': -122.91688686199996, 'y': 38.029431525000064, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91688686199996,38.029431525000064,-122.90530061399994,38.02782775950004
12868760,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,fuscescens,,Other,Chrysaora fuscescens,Pacific Sea Nettle,species,"{'x': -122.91504722199994, 'y': 38.02896111100006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91504722199994,38.02896111100006,-122.90530061399994,38.02782775950004
9112035,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,,Aves,Larus occidentalis,Western Gull,species,"{'x': -122.91416676799997, 'y': 38.02833846600004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91416676799997,38.02833846600004,-122.90530061399994,38.02782775950004
128648195,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Megangulus,bodegensis,,Mollusca,Megangulus bodegensis,Bodega Tellin,species,"{'x': -122.91907499999996, 'y': 38.02894716700007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91907499999996,38.02894716700007,-122.90530061399994,38.02782775950004
89006311,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Dendrasteridae,Dendraster,excentricus,,Other,Dendraster excentricus,Eccentric Sand Dollar,species,"{'x': -122.91906666699998, 'y': 38.02895833300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91906666699998,38.02895833300005,-122.90530061399994,38.02782775950004
30847552,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,,Aves,Falco peregrinus,Peregrine Falcon,species,"{'x': -122.917983333, 'y': 38.029372167000076, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.917983333,38.029372167000076,-122.90530061399994,38.02782775950004
137716391,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,mauri,,Aves,Calidris mauri,Western Sandpiper,species,"{'x': -122.91480566699994, 'y': 38.02885027800005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91480566699994,38.02885027800005,-122.90530061399994,38.02782775950004
73697433,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,,Aves,Pandion haliaetus,Osprey,species,"{'x': -122.91936388299996, 'y': 38.02883510000004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91936388299996,38.02883510000004,-122.90530061399994,38.02782775950004
35191576,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,hudsonius,,Aves,Circus hudsonius,Northern Harrier,species,"{'x': -122.91482759599995, 'y': 38.02895192700004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91482759599995,38.02895192700004,-122.90530061399994,38.02782775950004
59822604,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,stellata,,Aves,Gavia stellata,Red-throated Loon,species,"{'x': -122.91323406699996, 'y': 38.02738267600006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91323406699996,38.02738267600006,-122.90530061399994,38.02782775950004
136675940,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alpina,,Aves,Calidris alpina,Dunlin,species,"{'x': -122.91410425999999, 'y': 38.02858968800007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91410425999999,38.02858968800007,-122.90530061399994,38.02782775950004
4436892,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Dendrasteridae,Dendraster,excentricus,,Other,Dendraster excentricus,Eccentric Sand Dollar,species,"{'x': -122.91979999999995, 'y': 38.028725000000065, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91979999999995,38.028725000000065,-122.90530061399994,38.02782775950004
107655546,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,coerulea,coerulea,Reptilia,Elgaria coerulea coerulea,San Francisco Alligator Lizard,subspecies,"{'x': -122.91542222199996, 'y': 38.02939444400005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91542222199996,38.02939444400005,-122.90530061399994,38.02782775950004
142109884,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile,maritima,,Plantae,Cakile maritima,European Searocket,species,"{'x': -122.91740555599995, 'y': 38.02968333300004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91740555599995,38.02968333300004,-122.90530061399994,38.02782775950004
105885856,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis,luetkeana,,Other,Nereocystis luetkeana,Bull Kelp,species,"{'x': -122.91962649599998, 'y': 38.02887197700005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91962649599998,38.02887197700005,-122.90530061399994,38.02782775950004
20490027,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,,Other,Aurelia labiata,Greater Moon Jellyfish,species,"{'x': -122.91380666699996, 'y': 38.02843000000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91380666699996,38.02843000000007,-122.90530061399994,38.02782775950004
143637435,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,,Other,Aurelia labiata,Greater Moon Jellyfish,species,"{'x': -122.91380666699996, 'y': 38.02843000000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91380666699996,38.02843000000007,-122.90530061399994,38.02782775950004
109975688,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,fuscescens,,Other,Chrysaora fuscescens,Pacific Sea Nettle,species,"{'x': -122.91394499999996, 'y': 38.02856500000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91394499999996,38.02856500000007,-122.90530061399994,38.02782775950004
2787835,Animalia,Arthropoda,Malacostraca,Isopoda,Alloniscidae,Alloniscus,perconvexus,,Other,Alloniscus perconvexus,Commando Isopod,species,"{'x': -122.91735555599996, 'y': 38.02986111100006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91735555599996,38.02986111100006,-122.90530061399994,38.02782775950004
48465720,Animalia,Arthropoda,Insecta,Coleoptera,Cicindelidae,Cicindela,hirticollis,,Insecta,Cicindela hirticollis,Hairy-necked Tiger Beetle,species,"{'x': -122.92027071499996, 'y': 38.02856600300004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.92027071499996,38.02856600300004,-122.90530061399994,38.02782775950004
103563897,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,aalge,,Aves,Uria aalge,Common Murre,species,"{'x': -122.91847539999998, 'y': 38.02970569100006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91847539999998,38.02970569100006,-122.90530061399994,38.02782775950004
73407895,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,,Insecta,Pyrobombus,,subgenus,"{'x': -122.91954370599996, 'y': 38.02921267800008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91954370599996,38.02921267800008,-122.90530061399994,38.02782775950004
108357552,Animalia,Arthropoda,Insecta,Coleoptera,Cicindelidae,Cicindela,hirticollis,,Insecta,Cicindela hirticollis,Hairy-necked Tiger Beetle,species,"{'x': -122.91738166699997, 'y': 38.029961667000066, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91738166699997,38.029961667000066,-122.90530061399994,38.02782775950004
80637677,Animalia,Arthropoda,Insecta,Coleoptera,Cicindelidae,Cicindela,hirticollis,,Insecta,Cicindela hirticollis,Hairy-necked Tiger Beetle,species,"{'x': -122.91737666699998, 'y': 38.02996500000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91737666699998,38.02996500000006,-122.90530061399994,38.02782775950004
79311842,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Copidita,quadrimaculata,,Insecta,Copidita quadrimaculata,Four-marked False Blister Beetle,species,"{'x': -122.91478156999995, 'y': 38.029433539000024, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91478156999995,38.029433539000024,-122.90530061399994,38.02782775950004
107030931,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Dendrasteridae,Dendraster,excentricus,,Other,Dendraster excentricus,Eccentric Sand Dollar,species,"{'x': -122.91392570299996, 'y': 38.028860585000075, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91392570299996,38.028860585000075,-122.90530061399994,38.02782775950004
15282735,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Velella,velella,,Other,Velella velella,By-the-wind Sailor,species,"{'x': -122.91966999999994, 'y': 38.02925833300003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91966999999994,38.02925833300003,-122.90530061399994,38.02782775950004
64204803,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,Emerita,analoga,,Other,Emerita analoga,Pacific Sand Crab,species,"{'x': -122.91387519899996, 'y': 38.02887881200007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91387519899996,38.02887881200007,-122.90530061399994,38.02782775950004
123757941,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,perspicillata,,Aves,Melanitta perspicillata,Surf Scoter,species,"{'x': -122.92181533699994, 'y': 38.024603866000064, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.92181533699994,38.024603866000064,-122.90530061399994,38.02782775950004
99902783,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,aalge,,Aves,Uria aalge,Common Murre,species,"{'x': -122.91970701499997, 'y': 38.029287339000064, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91970701499997,38.029287339000064,-122.90530061399994,38.02782775950004
61980277,Animalia,Arthropoda,Insecta,Coleoptera,Cicindelidae,Cicindela,hirticollis,,Insecta,Cicindela hirticollis,Hairy-necked Tiger Beetle,species,"{'x': -122.91736333299997, 'y': 38.030086667000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91736333299997,38.030086667000035,-122.90530061399994,38.02782775950004
57749351,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Velella,velella,,Other,Velella velella,By-the-wind Sailor,species,"{'x': -122.91963333299998, 'y': 38.02934722200007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91963333299998,38.02934722200007,-122.90530061399994,38.02782775950004
123865208,Animalia,Arthropoda,Insecta,Coleoptera,Cicindelidae,Cicindela,hirticollis,,Insecta,Cicindela hirticollis,Hairy-necked Tiger Beetle,species,"{'x': -122.91735499999999, 'y': 38.030095000000074, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91735499999999,38.030095000000074,-122.90530061399994,38.02782775950004
111847410,Animalia,Arthropoda,Hexanauplia,Scalpellomorpha,Lepadidae,Lepas,anatifera,,Other,Lepas anatifera,Pelagic Gooseneck Barnacle,species,"{'x': -122.91404722199997, 'y': 38.02912222200007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91404722199997,38.02912222200007,-122.90530061399994,38.02782775950004
84333939,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Chloropyron,maritimum,,Plantae,Chloropyron maritimum,Salt Marsh Bird's Beak,species,"{'x': -122.91474313699996, 'y': 38.02959336600003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91474313699996,38.02959336600003,-122.90530061399994,38.02782775950004
62843387,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,productus,,Other,Cancer productus,Red Rock Crab,species,"{'x': -122.91314666699998, 'y': 38.02833883300008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91314666699998,38.02833883300008,-122.90530061399994,38.02782775950004
